geometry,POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,L1_OUTLIER,L2_OUTLIER,L3_OUTLIER,OUTLIER
POINT (557107.8062467965 4219598.190844196),21281,7300,8800,557107.8062467965,4219598.190844196,False,False,512.0,512.0,0.3162608376056637,2.524693139675946,0.007906520972028375,-0.06311732903122902,0.06361061466388727,352.85991924593094,0.14330111179923075,0.1615201233596057,True,49.53695411404099,-9999,False,False,False,False
POINT (557110.215831221 4219598.190844196),21282,7400,8800,557110.215831221,4219598.190844196,False,False,512.0,512.0,0.1812188484895721,2.5980110239841103,0.004530471167527139,-0.06495027616620064,0.06510809122578795,356.00991505878983,0.14181389992946924,0.16556196443139445,True,42.78941169895359,-9999,False,False,False,False
POINT (557112.6254156454 4219598.190844196),21283,7500,8800,557112.6254156454,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557115.0350000699 4219598.190844196),21284,7600,8800,557115.0350000699,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557117.4445844943 4219598.190844196),21285,7700,8800,557117.4445844943,4219598.190844196,False,False,512.0,512.0,0.44168370955764963,3.462788242976681,0.011042092693969607,-0.0865697069093585,0.08727108321451299,352.7310900750891,0.1743033545312946,0.18826603146501414,True,47.45381117097413,-9999,False,False,False,False
POINT (557119.8541689188 4219598.190844196),21286,7800,8800,557119.8541689188,4219598.190844196,False,False,512.0,512.0,0.41759247166451585,3.371444549579206,0.010439811856485903,-0.08428611513227224,0.08493020002148514,352.93921541537236,0.18438747937178027,0.20606995177998705,True,54.46866221621367,-9999,False,False,False,False
POINT (557122.2637533433 4219598.190844196),21287,7900,8800,557122.2637533433,4219598.190844196,False,False,512.0,512.0,0.3524437466902096,3.36044921925876,0.00881109363399446,-0.08401123154908419,0.08447202138827303,354.012710477,0.20090597257988252,0.22057904037119744,True,64.91605782296293,-9999,False,False,False,False
POINT (557124.6733377677 4219598.190844196),21288,8000,8800,557124.6733377677,4219598.190844196,False,False,512.0,512.0,-0.3036941428966054,2.6314156266500057,-0.007592353620566428,-0.06578539125621319,0.06622206230730646,6.583432948961433,0.2055174016474419,0.23611842361920865,True,61.587023990215215,-9999,False,False,False,False
POINT (557127.0829221922 4219598.190844196),21289,8100,8800,557127.0829221922,4219598.190844196,False,False,512.0,512.0,-0.3832926073585399,2.6129159728428606,-0.009582315222360194,-0.06532290019094944,0.06602198159989912,8.345285404766203,0.18091874097323918,0.2163092213407746,True,62.36591506630093,-9999,False,False,False,False
POINT (557129.4925066166 4219598.190844196),21290,8200,8800,557129.4925066166,4219598.190844196,False,False,512.0,512.0,-0.3491819595252503,2.568375756913462,-0.0087295490084216,-0.0642093950882554,0.06480008829847465,7.7421447318469365,0.16685118165631582,0.20963925040657053,True,58.59087550014338,-9999,False,False,False,False
POINT (557131.9020910411 4219598.190844196),21291,8300,8800,557131.9020910411,4219598.190844196,False,False,512.0,512.0,-0.4573039107037314,2.5596963796368413,-0.011432597762905061,-0.06399241089820862,0.06500563778760694,10.12934127926575,0.15642518927847887,0.19896740513429256,True,47.563341766269204,-9999,False,False,False,False
POINT (557134.3116754655 4219598.190844196),21292,8400,8800,557134.3116754655,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557136.72125989 4219598.190844196),21293,8500,8800,557136.72125989,4219598.190844196,False,False,512.0,512.0,-0.4839213239563242,3.3935634775351806,-0.012098033097572625,-0.08483908791095018,0.08569733509504188,8.11564959814304,0.1341879113528246,0.17471169207617746,True,37.51453187435831,-9999,False,False,False,False
POINT (557139.1308443145 4219598.190844196),21294,8600,8800,557139.1308443145,4219598.190844196,False,False,512.0,512.0,-0.30629213595249766,4.427085886639733,-0.00765730335842818,-0.11067714914679527,0.11094172180917763,3.9577560308507977,0.12484864975944202,0.15622804801362558,True,22.819627415400603,-9999,True,False,False,True
POINT (557141.5404287389 4219598.190844196),21295,8700,8800,557141.5404287389,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557143.9500131634 4219598.190844196),21296,8800,8800,557143.9500131634,4219598.190844196,False,False,512.0,512.0,0.48659730693686915,0.33118369567128475,0.012164932675659657,-0.008279592730104923,0.014715204476314228,304.23965125383125,0.13945326556304732,0.15654110576938376,True,40.09561023847997,-9999,False,False,False,False
POINT (557146.3595975878 4219598.190844196),21297,8900,8800,557146.3595975878,4219598.190844196,False,False,512.0,512.0,0.4664083203278775,3.4140955208674644,0.011660207994282246,-0.08535238914191723,0.08614517271851739,352.2208326867164,0.13826611236672182,0.20640790091319067,True,63.54157326400268,-9999,False,False,False,False
POINT (557148.7691820123 4219598.190844196),21298,9000,8800,557148.7691820123,4219598.190844196,False,False,512.0,512.0,0.5686400075060097,2.5804430963215523,0.014216000214219093,-0.0645110784098506,0.06605886692710199,347.57262142767047,0.14455771115236943,0.24754368752008923,True,70.57267563866831,-9999,False,False,False,False
POINT (557151.1787664368 4219598.190844196),21299,9100,8800,557151.1787664368,4219598.190844196,False,False,512.0,512.0,0.5555705760994072,2.5631609260148087,0.013889264431782067,-0.06407902389764786,0.06556701129479131,347.77020058569724,0.14987599777928612,0.2728815194136005,True,76.73579182702909,-9999,False,False,False,False
POINT (557153.5883508612 4219598.190844196),21300,9200,8800,557153.5883508612,4219598.190844196,False,False,512.0,512.0,0.5572902302239019,2.6724620225143556,0.013932255795225501,-0.06681155133992434,0.06824874463307688,348.22087661320705,0.13733990545354566,0.27997758978616666,True,77.1893099150629,-9999,False,False,False,False
POINT (557155.9979352857 4219598.190844196),21301,9300,8800,557155.9979352857,4219598.190844196,False,False,512.0,512.0,0.5703831893420418,2.7151050801195615,0.014259579707868397,-0.0678776279091835,0.06935926747034328,348.13595388874666,0.13050591737521056,0.2803043217112786,True,73.79266401338406,-9999,False,False,False,False
POINT (557158.4075197101 4219598.190844196),21302,9400,8800,557158.4075197101,4219598.190844196,False,False,512.0,512.0,0.6162334601058922,3.301601327130581,0.015405836515128613,-0.08254003431648016,0.08396545160776897,349.427574228227,0.13510079576825945,0.2845850917195016,True,69.1727381526026,-9999,False,False,False,False
POINT (557160.8171041346 4219598.190844196),21303,9500,8800,557160.8171041346,4219598.190844196,False,False,512.0,512.0,0.6604823414609489,3.2983051726898274,0.016512058558873832,-0.08245763089507818,0.08409464293687577,348.67634976800343,0.1312782385110944,0.27006240446828866,True,69.14805722967398,-9999,False,False,False,False
POINT (557163.226688559 4219598.190844196),21304,9600,8800,557163.226688559,4219598.190844196,False,False,512.0,512.0,0.6795391684753054,3.3545669576287285,0.01698847918305546,-0.08386417478322983,0.08556756533304678,348.54847658557367,0.13086709444185607,0.262579072650345,True,70.18235839812192,-9999,False,False,False,False
POINT (557165.6362729835 4219598.190844196),21305,9700,8800,557165.6362729835,4219598.190844196,False,False,512.0,512.0,0.7774239299011341,3.4022399995163735,0.019435598282143474,-0.0850560013204813,0.08724829993309081,347.1286943574808,0.13606270057457798,0.259906582301717,True,70.97201057397949,-9999,False,False,False,False
POINT (557168.045857408 4219598.190844196),21306,9800,8800,557168.045857408,4219598.190844196,False,False,512.0,512.0,1.3662379638917113,3.442000742392837,0.03415594913531095,-0.08605001959949732,0.09258096313177899,338.35032081567283,0.13439344767023004,0.24495603462891163,True,62.8535797036074,-9999,False,False,False,False
POINT (557170.4554418324 4219598.190844196),21307,9900,8800,557170.4554418324,4219598.190844196,False,False,512.0,512.0,1.7305379430742407,2.487410987033511,0.04326344863511622,-0.06218527536839247,0.0757544352526381,325.172948432566,0.1307352072081598,0.21971117975504428,True,35.89467051649234,-9999,False,False,False,False
POINT (557172.8650262569 4219598.190844196),21308,10000,8800,557172.8650262569,4219598.190844196,False,False,512.0,512.0,2.164994466270104,2.4523667266787403,0.05412486172281206,-0.06130916904658079,0.08178211825145974,318.56134315514413,0.12437727065726145,0.18824478894476962,True,0.0,-9999,True,False,False,True
POINT (557175.2746106813 4219598.190844196),21309,10100,8800,557175.2746106813,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557177.6841951058 4219598.190844196),21310,10200,8800,557177.6841951058,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557180.0937795303 4219598.190844196),21311,10300,8800,557180.0937795303,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557182.5033639547 4219598.190844196),21312,10400,8800,557182.5033639547,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557184.9129483792 4219598.190844196),21313,10500,8800,557184.9129483792,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557187.3225328036 4219598.190844196),21314,10600,8800,557187.3225328036,4219598.190844196,False,False,512.0,512.0,0.32534047027090873,4.195038135570644,0.008133511757478118,-0.10487595479935408,0.10519087369437138,355.56538039579056,0.12165630975896533,0.14879034020491172,True,0.0,-9999,True,False,False,True
POINT (557189.7321172281 4219598.190844196),21315,10700,8800,557189.7321172281,4219598.190844196,False,False,512.0,512.0,-0.373144197201748,3.789428420585019,-0.009328604908660054,-0.09473571181297302,0.0951938966649257,5.623773187279229,0.12543582026262093,0.15194328174763796,True,24.407827267905006,-9999,True,False,False,True
POINT (557192.1417016526 4219598.190844196),21316,10800,8800,557192.1417016526,4219598.190844196,False,False,512.0,512.0,0.3850063313696078,3.7835241996676654,0.00962515827268362,-0.09458810649812222,0.09507656684312028,354.1896585164924,0.1269297707568241,0.15368061889902687,True,16.854184644846868,-9999,True,False,False,True
POINT (557194.551286077 4219598.190844196),21317,10900,8800,557194.551286077,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557196.9608705015 4219598.190844196),21318,11000,8800,557196.9608705015,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557199.3704549259 4219598.190844196),21319,11100,8800,557199.3704549259,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557201.7800393504 4219598.190844196),21320,11200,8800,557201.7800393504,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557204.1896237748 4219598.190844196),21321,11300,8800,557204.1896237748,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557206.5992081993 4219598.190844196),21322,11400,8800,557206.5992081993,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557209.0087926238 4219598.190844196),21323,11500,8800,557209.0087926238,4219598.190844196,False,False,512.0,512.0,-0.3154702410849452,-0.05509387380949535,-0.007886755978688598,0.0013773469254374504,0.008006122933130138,99.90625731529963,0.1869192468983431,0.1905438922903681,True,19.099582163933704,-9999,True,False,False,True
POINT (557211.4183770482 4219598.190844196),21324,11600,8800,557211.4183770482,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557213.8279614727 4219598.190844196),21325,11700,8800,557213.8279614727,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557216.2375458971 4219598.190844196),21326,11800,8800,557216.2375458971,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557218.6471303216 4219598.190844196),21327,11900,8800,557218.6471303216,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557221.056714746 4219598.190844196),21328,12000,8800,557221.056714746,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557223.4662991705 4219598.190844196),21329,12100,8800,557223.4662991705,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557225.875883595 4219598.190844196),21330,12200,8800,557225.875883595,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557228.2854680194 4219598.190844196),21331,12300,8800,557228.2854680194,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557230.6950524439 4219598.190844196),21332,12400,8800,557230.6950524439,4219598.190844196,False,False,512.0,512.0,-0.276483005438055,0.0736454499582589,-0.006912075099535286,-0.0018411362543702126,0.007153080797025301,75.08471026909109,0.27741132089519743,0.28125796264878267,True,0.0,-9999,True,False,False,True
POINT (557233.1046368683 4219598.190844196),21333,12500,8800,557233.1046368683,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557235.5142212928 4219598.190844196),21334,12600,8800,557235.5142212928,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557237.9238057173 4219598.190844196),21335,12700,8800,557237.9238057173,4219598.190844196,False,False,512.0,512.0,-0.27042017373481647,-0.20664448793385495,-0.006760504329577088,0.005166112445294857,0.008508415633222261,127.38564348294688,0.2302095825212699,0.23658973881882225,True,11.007914602640597,-9999,True,False,False,True
POINT (557240.3333901417 4219598.190844196),21336,12800,8800,557240.3333901417,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557242.7429745662 4219598.190844196),21337,12900,8800,557242.7429745662,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557245.1525589906 4219598.190844196),21338,13000,8800,557245.1525589906,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557247.5621434151 4219598.190844196),21339,13100,8800,557247.5621434151,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557249.9717278396 4219598.190844196),21340,13200,8800,557249.9717278396,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557252.381312264 4219598.190844196),21341,13300,8800,557252.381312264,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557254.7908966885 4219598.190844196),21342,13400,8800,557254.7908966885,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557257.2004811129 4219598.190844196),21343,13500,8800,557257.2004811129,4219598.190844196,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557259.6100655374 4219598.190844196),21344,13600,8800,557259.6100655374,4219598.190844196,False,False,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,Matching window in target image is larger than overlap area but further shrinking the matching window is not possible. Check if the footprints of the input data have been computed correctly.,-9999,-9999,-9999,-9999
POINT (557262.0196499618 4219598.190844196),21345,13700,8800,557262.0196499618,4219598.190844196,False,False,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,Matching window in target image is larger than overlap area but further shrinking the matching window is not possible. Check if the footprints of the input data have been computed correctly.,-9999,-9999,-9999,-9999
POINT (557264.4292343863 4219598.190844196),21346,13800,8800,557264.4292343863,4219598.190844196,False,False,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,Matching window in target image is larger than overlap area but further shrinking the matching window is not possible. Check if the footprints of the input data have been computed correctly.,-9999,-9999,-9999,-9999
POINT (557009.0132853937 4219595.781259748),21481,3200,8900,557009.0132853937,4219595.781259748,False,False,318.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557011.4228698182 4219595.781259748),21482,3300,8900,557011.4228698182,4219595.781259748,False,False,414.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557013.8324542426 4219595.781259748),21483,3400,8900,557013.8324542426,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557016.2420386671 4219595.781259748),21484,3500,8900,557016.2420386671,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557018.6516230915 4219595.781259748),21485,3600,8900,557018.6516230915,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,"The calculated shift (X: -93.58345507015837 px / Y: 93.49042507603535 px) is recognized as too large to be valid. If you know that it is valid, just set the '-max_shift' parameter to an appropriate value. Otherwise try to use a different window size for matching via the '-ws' parameter or define the spectral bands to be used for matching manually ('-br' and '-bs').",-9999,-9999,-9999,-9999
POINT (557021.061207516 4219595.781259748),21486,3700,8900,557021.061207516,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557023.4707919405 4219595.781259748),21487,3800,8900,557023.4707919405,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557025.8803763649 4219595.781259748),21488,3900,8900,557025.8803763649,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557028.2899607894 4219595.781259748),21489,4000,8900,557028.2899607894,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,-9999,-9999,-9999,-9999
POINT (557030.6995452138 4219595.781259748),21490,4100,8900,557030.6995452138,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557033.1091296383 4219595.781259748),21491,4200,8900,557033.1091296383,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,"The calculated shift (X: 75.88637833223952 px / Y: -0.338186764777605 px) is recognized as too large to be valid. If you know that it is valid, just set the '-max_shift' parameter to an appropriate value. Otherwise try to use a different window size for matching via the '-ws' parameter or define the spectral bands to be used for matching manually ('-br' and '-bs').",-9999,-9999,-9999,-9999
POINT (557035.5187140628 4219595.781259748),21492,4300,8900,557035.5187140628,4219595.781259748,False,False,512.0,512.0,-0.2871579152364539,3.562756534994637,-0.007178947911597788,-0.08906891476362944,0.08935775775100961,4.608074299784019,0.29828822590929194,0.30001057003549964,True,63.46893644486815,-9999,False,False,False,False
POINT (557037.9282984872 4219595.781259748),21493,4400,8900,557037.9282984872,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557040.3378829117 4219595.781259748),21494,4500,8900,557040.3378829117,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557042.7474673361 4219595.781259748),21495,4600,8900,557042.7474673361,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557045.1570517606 4219595.781259748),21496,4700,8900,557045.1570517606,4219595.781259748,False,False,512.0,512.0,0.21968722074341948,0.28961908028278255,0.005492180469445884,-0.0072404770180583,0.00908782447882843,322.8182828730699,0.31690069752163735,0.3189575177600413,True,42.73574070147292,-9999,False,False,False,False
POINT (557047.566636185 4219595.781259748),21497,4800,8900,557047.566636185,4219595.781259748,False,False,512.0,512.0,-0.0819577144048588,0.350197627222043,-0.0020489428425207734,-0.008754940703511238,0.008991504517816523,13.172021012317966,0.33623528850337153,0.33927572444422693,True,24.299749435896985,-9999,True,False,False,True
POINT (557049.9762206095 4219595.781259748),21498,4900,8900,557049.9762206095,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557052.385805034 4219595.781259748),21499,5000,8900,557052.385805034,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557054.7953894584 4219595.781259748),21500,5100,8900,557054.7953894584,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557057.2049738829 4219595.781259748),21501,5200,8900,557057.2049738829,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557059.6145583073 4219595.781259748),21502,5300,8900,557059.6145583073,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557062.0241427318 4219595.781259748),21503,5400,8900,557062.0241427318,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557064.4337271563 4219595.781259748),21504,5500,8900,557064.4337271563,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557066.8433115807 4219595.781259748),21505,5600,8900,557066.8433115807,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557069.2528960052 4219595.781259748),21506,5700,8900,557069.2528960052,4219595.781259748,False,False,512.0,512.0,-0.21638032403001337,-0.33534812228483174,-0.0054095081286504865,0.008383703418076038,0.009977437606730274,147.16823762443295,0.302534817758138,0.30070219042263147,False,29.566499554002718,-9999,True,True,False,True
POINT (557071.6624804296 4219595.781259748),21507,5800,8900,557071.6624804296,4219595.781259748,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
