geometry,POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,L1_OUTLIER,L2_OUTLIER,L3_OUTLIER,OUTLIER
POINT (557054.7953894584 4219624.696273121),18608,5100,7700,557054.7953894584,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557057.2049738829 4219624.696273121),18609,5200,7700,557057.2049738829,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557059.6145583073 4219624.696273121),18610,5300,7700,557059.6145583073,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557062.0241427318 4219624.696273121),18611,5400,7700,557062.0241427318,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,"The calculated shift (X: 63.765635133341625 px / Y: 0.16990426686982768 px) is recognized as too large to be valid. If you know that it is valid, just set the '-max_shift' parameter to an appropriate value. Otherwise try to use a different window size for matching via the '-ws' parameter or define the spectral bands to be used for matching manually ('-br' and '-bs').",-9999,-9999,-9999,-9999
POINT (557064.4337271563 4219624.696273121),18612,5500,7700,557064.4337271563,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557066.8433115807 4219624.696273121),18613,5600,7700,557066.8433115807,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557069.2528960052 4219624.696273121),18614,5700,7700,557069.2528960052,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557071.6624804296 4219624.696273121),18615,5800,7700,557071.6624804296,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557074.0720648541 4219624.696273121),18616,5900,7700,557074.0720648541,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,"The calculated shift (X: 35.42870606197775 px / Y: 127.198897659603 px) is recognized as too large to be valid. If you know that it is valid, just set the '-max_shift' parameter to an appropriate value. Otherwise try to use a different window size for matching via the '-ws' parameter or define the spectral bands to be used for matching manually ('-br' and '-bs').",-9999,-9999,-9999,-9999
POINT (557076.4816492785 4219624.696273121),18617,6000,7700,557076.4816492785,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557078.891233703 4219624.696273121),18618,6100,7700,557078.891233703,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557081.3008181275 4219624.696273121),18619,6200,7700,557081.3008181275,4219624.696273121,False,False,512.0,288.0,0.4173995596179308,-0.22864209201144464,0.010434989002533257,0.005716052837669849,0.011897993760547345,241.28706323393317,0.2317508222345885,0.2319141458890482,True,12.376791935549974,-9999,True,False,False,True
POINT (557083.7104025519 4219624.696273121),18620,6300,7700,557083.7104025519,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557086.1199869764 4219624.696273121),18621,6400,7700,557086.1199869764,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557088.5295714008 4219624.696273121),18622,6500,7700,557088.5295714008,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557090.9391558253 4219624.696273121),18623,6600,7700,557090.9391558253,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557093.3487402498 4219624.696273121),18624,6700,7700,557093.3487402498,4219624.696273121,False,False,512.0,288.0,0.39268635873746754,0.1780131699648718,0.009817158919759095,-0.004450329579412937,0.010778777417740998,294.3858087781189,0.19352102657994716,0.19377607138463265,True,26.14498707855374,-9999,True,False,False,True
POINT (557095.7583246742 4219624.696273121),18625,6800,7700,557095.7583246742,4219624.696273121,False,False,512.0,288.0,0.271483900746585,-0.3553623743438336,0.006787097547203302,0.008884059265255928,0.011179946428486711,217.37850878654814,0.19967080308564314,0.20129556179113722,True,26.233126711281756,-9999,True,False,False,True
POINT (557098.1679090987 4219624.696273121),18626,6900,7700,557098.1679090987,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557100.5774935231 4219624.696273121),18627,7000,7700,557100.5774935231,4219624.696273121,False,False,512.0,288.0,0.25843016119791556,0.32383137946657703,0.006460754084400833,-0.008095785044133663,0.010357754525953989,321.4087578602467,0.16338402494506554,0.16287454112034508,False,18.762896136830804,-9999,True,True,False,True
POINT (557102.9870779476 4219624.696273121),18628,7100,7700,557102.9870779476,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557105.396662372 4219624.696273121),18629,7200,7700,557105.396662372,4219624.696273121,False,False,512.0,288.0,-0.2746932262078011,0.2008174823091453,-0.00686733063776046,-0.005020436830818653,0.008506762960172568,53.83092153098843,0.13363262393293868,0.1322703779500926,False,19.024970747798037,-9999,True,True,False,True
POINT (557107.8062467965 4219624.696273121),18630,7300,7700,557107.8062467965,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557110.215831221 4219624.696273121),18631,7400,7700,557110.215831221,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557112.6254156454 4219624.696273121),18632,7500,7700,557112.6254156454,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557115.0350000699 4219624.696273121),18633,7600,7700,557115.0350000699,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557117.4445844943 4219624.696273121),18634,7700,7700,557117.4445844943,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557119.8541689188 4219624.696273121),18635,7800,7700,557119.8541689188,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557122.2637533433 4219624.696273121),18636,7900,7700,557122.2637533433,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557124.6733377677 4219624.696273121),18637,8000,7700,557124.6733377677,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557127.0829221922 4219624.696273121),18638,8100,7700,557127.0829221922,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557129.4925066166 4219624.696273121),18639,8200,7700,557129.4925066166,4219624.696273121,False,False,512.0,288.0,1.693911806083599,3.674896731773382,0.04234779521357268,-0.09187241923063993,0.1011626273617938,335.2530705550024,0.12441210732564294,0.12547332250945156,True,0.0,-9999,True,False,False,True
POINT (557131.9020910411 4219624.696273121),18640,8300,7700,557131.9020910411,4219624.696273121,False,False,512.0,288.0,0.492346352813341,-0.47974429769134197,0.012308658799156547,0.011993607506155968,0.017185741253893435,225.74273333047265,0.12806072984917172,0.1316628562421194,True,12.343569622695412,-9999,True,False,False,True
POINT (557134.3116754655 4219624.696273121),18641,8400,7700,557134.3116754655,4219624.696273121,False,False,512.0,288.0,1.276075066906289,-0.23627009558058015,0.031901876674965024,0.005906752310693264,0.03244409743303946,259.51026387638336,0.1214270735529166,0.12588466134152537,True,0.0,-9999,True,False,False,True
POINT (557136.72125989 4219624.696273121),18642,8500,7700,557136.72125989,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557139.1308443145 4219624.696273121),18643,8600,7700,557139.1308443145,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,"The calculated shift (X: 104.58876066969755 px / Y: -20.872865639968758 px) is recognized as too large to be valid. If you know that it is valid, just set the '-max_shift' parameter to an appropriate value. Otherwise try to use a different window size for matching via the '-ws' parameter or define the spectral bands to be used for matching manually ('-br' and '-bs').",-9999,-9999,-9999,-9999
POINT (557141.5404287389 4219624.696273121),18644,8700,7700,557141.5404287389,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557143.9500131634 4219624.696273121),18645,8800,7700,557143.9500131634,4219624.696273121,False,False,512.0,288.0,-0.13145536712943712,10.295703316394098,-0.00328638416249305,-0.2573925871402025,0.2574135665336818,0.731511802144695,0.15689604159589882,0.12775333203211278,False,0.0,-9999,True,True,False,True
POINT (557146.3595975878 4219624.696273121),18646,8900,7700,557146.3595975878,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557148.7691820123 4219624.696273121),18647,9000,7700,557148.7691820123,4219624.696273121,False,False,512.0,288.0,0.3529323875970081,0.025010638726481727,0.00882330967579037,-0.0006252657622098923,0.008845436727956844,274.0535028852205,0.1913660312300915,0.19621362169305803,True,0.0,-9999,True,False,False,True
POINT (557151.1787664368 4219624.696273121),18648,9100,7700,557151.1787664368,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557153.5883508612 4219624.696273121),18649,9200,7700,557153.5883508612,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557155.9979352857 4219624.696273121),18650,9300,7700,557155.9979352857,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557158.4075197101 4219624.696273121),18651,9400,7700,557158.4075197101,4219624.696273121,False,False,512.0,288.0,-0.21327808060990686,0.2865358121527455,-0.005331952008418739,-0.007163395173847675,0.008929946396075666,36.66152940934563,0.15520596483455437,0.16214098105940283,True,27.01712396982623,-9999,True,False,False,True
POINT (557160.8171041346 4219624.696273121),18652,9500,7700,557160.8171041346,4219624.696273121,False,False,512.0,288.0,0.3536943651152215,-0.19728565469352805,0.008842359180562198,0.004932141862809658,0.010124887121985712,240.84784731122673,0.14568217785456358,0.15379939090001238,True,33.61234615961828,-9999,True,False,False,True
POINT (557163.226688559 4219624.696273121),18653,9600,7700,557163.226688559,4219624.696273121,False,False,512.0,288.0,19.65023360396215,0.15019738682747152,0.49125584051944315,-0.0037549342960119247,0.49127019080749434,270.4379341714965,0.14411659054291723,0.1280185988301414,False,36.37409438583944,-9999,False,True,False,True
POINT (557165.6362729835 4219624.696273121),18654,9700,7700,557165.6362729835,4219624.696273121,False,False,512.0,288.0,-0.2448496446267446,-0.1703615206995341,-0.006121241138316691,0.004259037785232067,0.007457143952576958,124.8294298393821,0.1246586905858838,0.12455027015540972,False,36.14482862208267,-9999,False,True,False,True
POINT (557168.045857408 4219624.696273121),18655,9800,7700,557168.045857408,4219624.696273121,False,False,512.0,288.0,15.099963607607853,0.13885653004234377,0.37749909050762653,-0.003471413627266884,0.37751505141736635,270.52686675869467,0.11209768031238013,0.11072145808542931,False,0.0,-9999,True,True,False,True
POINT (557170.4554418324 4219624.696273121),18656,9900,7700,557170.4554418324,4219624.696273121,False,False,512.0,288.0,0.13240553743978759,3.3750642588212765,0.0033101384760811925,-0.08437660802155733,0.08444151229078246,357.7534086342942,0.12359419530651647,0.12914260087157642,True,45.0115960564957,-9999,False,False,False,False
POINT (557172.8650262569 4219624.696273121),18657,10000,7700,557172.8650262569,4219624.696273121,False,False,512.0,288.0,0.33663031053325193,2.4490824162818186,0.008415757794864476,-0.06122706085443497,0.06180273424480914,352.17364484829346,0.13351557229279526,0.14586385372676974,True,21.018711654701377,-9999,True,False,False,True
POINT (557175.2746106813 4219624.696273121),18658,10100,7700,557175.2746106813,4219624.696273121,False,False,512.0,288.0,-0.2176970295348617,11.288572087254595,-0.0054424257250502706,-0.28221430629491806,0.28226677926262334,1.104796514503194,0.15115656445424722,0.15715105236354637,True,21.585962781248497,-9999,True,False,False,True
POINT (557177.6841951058 4219624.696273121),18659,10200,7700,557177.6841951058,4219624.696273121,False,False,512.0,288.0,0.14357988537934305,2.4066896809204725,0.0035894971806555986,-0.060167242772877216,0.06027421996923959,356.58585712757326,0.14240256050880667,0.14903130350174212,True,46.55213142571245,-9999,False,False,False,False
POINT (557180.0937795303 4219624.696273121),18660,10300,7700,557180.0937795303,4219624.696273121,False,False,512.0,288.0,-0.16753849451094266,0.30203042866053875,-0.00418846239335835,-0.007550761103630066,0.00863465172804728,29.017453454213417,0.205978415364663,0.19977891174772935,False,24.10722658339381,-9999,True,True,False,True
POINT (557182.5033639547 4219624.696273121),18661,10400,7700,557182.5033639547,4219624.696273121,False,False,512.0,288.0,-0.2882854937725021,0.02955540183904337,-0.0072071372997015715,-0.0007388852536678314,0.0072449140419219215,84.14641364701805,0.23761153454487294,0.24791731117225754,True,67.92371952121968,-9999,False,False,False,False
POINT (557184.9129483792 4219624.696273121),18662,10500,7700,557184.9129483792,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557187.3225328036 4219624.696273121),18663,10600,7700,557187.3225328036,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557189.7321172281 4219624.696273121),18664,10700,7700,557189.7321172281,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557192.1417016526 4219624.696273121),18665,10800,7700,557192.1417016526,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557194.551286077 4219624.696273121),18666,10900,7700,557194.551286077,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,"The calculated shift (X: -0.04182741950256252 px / Y: 69.7545585513479 px) is recognized as too large to be valid. If you know that it is valid, just set the '-max_shift' parameter to an appropriate value. Otherwise try to use a different window size for matching via the '-ws' parameter or define the spectral bands to be used for matching manually ('-br' and '-bs').",-9999,-9999,-9999,-9999
POINT (557196.9608705015 4219624.696273121),18667,11000,7700,557196.9608705015,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557199.3704549259 4219624.696273121),18668,11100,7700,557199.3704549259,4219624.696273121,False,False,512.0,288.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557201.7800393504 4219624.696273121),18669,11200,7700,557201.7800393504,4219624.696273121,False,False,512.0,288.0,0.12889425427207324,-0.1990092206565986,0.003222356317564845,0.004975230433046818,0.005927604752281084,212.93031532329007,0.16364739885278412,0.16571032139669115,True,0.0,-9999,True,False,False,True
POINT (557204.1896237748 4219624.696273121),18670,11300,7700,557204.1896237748,4219624.696273121,False,False,512.0,288.0,-0.2648613865796227,0.2831961000543951,-0.006621534703299403,-0.007079903036355972,0.009693799504384275,43.083941753166776,0.1753447067295269,0.18302034710276488,True,46.068310128007816,-9999,False,False,False,False
POINT (557206.5992081993 4219624.696273121),18671,11400,7700,557206.5992081993,4219624.696273121,False,False,512.0,288.0,3.336218028217617,-0.14669791169456833,0.08340545080136508,0.003667447715997696,0.08348604312176082,267.4822507583145,0.19949587729004845,0.21537799806739508,True,33.19842942062431,-9999,True,False,False,True
POINT (557209.0087926238 4219624.696273121),18672,11500,7700,557209.0087926238,4219624.696273121,False,False,512.0,288.0,-0.4200018103150536,-0.33340848939625944,-0.010500045260414481,0.008335212245583534,0.013406219215337273,128.44347112691122,0.22755009224619913,0.23631741728463151,True,40.87144278932715,-9999,False,False,True,True
POINT (557211.4183770482 4219624.696273121),18673,11600,7700,557211.4183770482,4219624.696273121,False,False,512.0,288.0,0.3316628310494439,0.1930060740802604,0.008291570818983018,-0.004825151525437832,0.009593343207122622,300.1966056881595,0.2452386394728667,0.26891760233176265,True,64.65814226084257,-9999,False,False,False,False
POINT (557213.8279614727 4219624.696273121),18674,11700,7700,557213.8279614727,4219624.696273121,False,False,512.0,288.0,-0.41694490116624683,4.572202024512153,-0.01042362255975604,-0.11430505197495222,0.11477933966644338,5.210463547203727,0.2336822483005168,0.2880516055422697,True,71.76426127551842,-9999,False,False,False,False
POINT (557216.2375458971 4219624.696273121),18675,11800,7700,557216.2375458971,4219624.696273121,False,False,512.0,288.0,-0.2839048507013532,4.434972661294404,-0.00709762133192271,-0.11087431851774454,0.11110126342821504,3.6627924806246717,0.21565347493421855,0.2863560055825167,True,69.2062442778727,-9999,False,False,False,False
POINT (557218.6471303216 4219624.696273121),18676,11900,7700,557218.6471303216,4219624.696273121,False,False,512.0,288.0,0.29208343640945483,4.446645888660748,0.007302085869014263,-0.1111661484465003,0.11140571358089224,356.24185470065834,0.20577001348952473,0.28163150987505997,True,41.929500737671674,-9999,False,False,False,False
POINT (557221.056714746 4219624.696273121),18677,12000,7700,557221.056714746,4219624.696273121,False,False,512.0,288.0,-0.2750896942169241,5.300194315718008,-0.0068772423546761274,-0.13250485993921757,0.1326832105803768,2.971088909502723,0.16541415999948036,0.21526877692564406,True,63.308820244249105,-9999,False,False,False,False
