geometry,POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,L1_OUTLIER,L2_OUTLIER,L3_OUTLIER,OUTLIER
POINT (557260.0961611859 4219615.070602399),12005,14900,5700,557260.0961611859,4219615.070602399,False,False,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,Matching window in target image is larger than overlap area but further shrinking the matching window is not possible. Check if the footprints of the input data have been computed correctly.,-9999,-9999,-9999,-9999
POINT (557261.8841611916 4219615.070602399),12006,15000,5700,557261.8841611916,4219615.070602399,False,False,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,Matching window in target image is larger than overlap area but further shrinking the matching window is not possible. Check if the footprints of the input data have been computed correctly.,-9999,-9999,-9999,-9999
POINT (557263.6721611974 4219615.070602399),12007,15100,5700,557263.6721611974,4219615.070602399,False,False,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,Matching window in target image is larger than overlap area but further shrinking the matching window is not possible. Check if the footprints of the input data have been computed correctly.,-9999,-9999,-9999,-9999
POINT (557265.4601612032 4219615.070602399),12008,15200,5700,557265.4601612032,4219615.070602399,False,False,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,Matching window in target image is larger than overlap area but further shrinking the matching window is not possible. Check if the footprints of the input data have been computed correctly.,-9999,-9999,-9999,-9999
POINT (557058.0521605347 4219613.282602382),12100,3600,5800,557058.0521605347,4219613.282602382,False,False,74.0,74.0,0.1529418062284547,18.82808259326361,0.0038235451793298125,-0.4707020716741681,0.4707176008777365,359.5345926897225,0.07159913650123163,0.08221285021746427,True,0.0,-9999,True,False,False,True
POINT (557059.8401605404 4219613.282602382),12101,3700,5800,557059.8401605404,4219613.282602382,False,False,166.0,166.0,0.21123459487287968,-0.35601915027345027,0.005280864890664816,0.008900478482246399,0.010349205341782889,210.68165984991657,0.20775734049594882,0.20669104585979953,False,34.11513766459498,-9999,True,True,False,True
POINT (557061.6281605462 4219613.282602382),12102,3800,5800,557061.6281605462,4219613.282602382,False,False,260.0,260.0,9.2773979674547,-0.30157957068100133,0.23193494940642267,0.007539489306509495,0.23205745981364792,268.13814668894963,0.2518687665105953,0.24153300679712478,False,27.812884379091102,-9999,True,True,False,True
POINT (557063.416160552 4219613.282602382),12103,3900,5800,557063.416160552,4219613.282602382,False,False,352.0,352.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557065.2041605577 4219613.282602382),12104,4000,5800,557065.2041605577,4219613.282602382,False,False,446.0,446.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557066.9921605635 4219613.282602382),12105,4100,5800,557066.9921605635,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557068.7801605692 4219613.282602382),12106,4200,5800,557068.7801605692,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557070.568160575 4219613.282602382),12107,4300,5800,557070.568160575,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557072.3561605808 4219613.282602382),12108,4400,5800,557072.3561605808,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557074.1441605865 4219613.282602382),12109,4500,5800,557074.1441605865,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557075.9321605923 4219613.282602382),12110,4600,5800,557075.9321605923,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557077.720160598 4219613.282602382),12111,4700,5800,557077.720160598,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,"The calculated shift (X: -0.144648352750698 px / Y: 231.27851405783136 px) is recognized as too large to be valid. If you know that it is valid, just set the '-max_shift' parameter to an appropriate value. Otherwise try to use a different window size for matching via the '-ws' parameter or define the spectral bands to be used for matching manually ('-br' and '-bs').",-9999,-9999,-9999,-9999
POINT (557079.5081606038 4219613.282602382),12112,4800,5800,557079.5081606038,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557081.2961606096 4219613.282602382),12113,4900,5800,557081.2961606096,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557083.0841606153 4219613.282602382),12114,5000,5800,557083.0841606153,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557084.8721606211 4219613.282602382),12115,5100,5800,557084.8721606211,4219613.282602382,False,False,512.0,512.0,0.2510389468049262,-0.42581350207528873,0.006275973632000387,0.010645337402820587,0.012357631385077606,210.52153514910808,0.17114697987480823,0.16985479856889374,False,34.54241797891753,-9999,True,True,False,True
POINT (557086.6601606269 4219613.282602382),12116,5200,5800,557086.6601606269,4219613.282602382,False,False,512.0,512.0,-4.6419127799843665,0.17705916917804304,-0.11604781961068511,-0.004426479339599609,0.11613220981165395,87.81559285656809,0.16562133857404523,0.15554208091513977,False,0.0,-9999,True,True,False,True
POINT (557088.4481606326 4219613.282602382),12117,5300,5800,557088.4481606326,4219613.282602382,False,False,512.0,512.0,0.41432476373245886,-0.46448445299917723,0.01035811915062368,0.011612111702561378,0.015560583875011885,221.7332799305132,0.16966266134177746,0.17366469774696472,True,25.119483084107742,-9999,True,False,False,True
POINT (557090.2361606384 4219613.282602382),12118,5400,5800,557090.2361606384,4219613.282602382,False,False,512.0,512.0,0.37074820681794635,0.21833885268773073,0.009268705151043832,-0.005458471365272999,0.010756570309466291,300.4944316384814,0.15904182126528602,0.16307292760867062,True,33.56746200965917,-9999,True,False,False,True
POINT (557092.0241606442 4219613.282602382),12119,5500,5800,557092.0241606442,4219613.282602382,False,False,512.0,512.0,0.24079075264465627,-0.357334495864212,0.00601976877078414,0.008933362551033497,0.010772306276833931,213.97415949845384,0.1574850078061316,0.15898634010040816,True,59.97174875316101,-9999,False,False,False,False
POINT (557093.8121606499 4219613.282602382),12120,5600,5800,557093.8121606499,4219613.282602382,False,False,512.0,512.0,0.2144866799674954,0.3910342473991796,0.005362167023122311,-0.009775856509804726,0.011149897115406572,331.2547366051856,0.154827810018464,0.1596499203779392,True,46.49466741664898,-9999,False,False,False,False
POINT (557095.6001606557 4219613.282602382),12121,5700,5800,557095.6001606557,4219613.282602382,False,False,512.0,512.0,0.41655658207583285,0.3143744548813731,0.01041391456965357,-0.007859361357986927,0.013046807181048588,307.0417850005204,0.1492814721550797,0.1560423425608628,True,15.232326731744493,-9999,True,False,False,True
POINT (557097.3881606614 4219613.282602382),12122,5800,5800,557097.3881606614,4219613.282602382,False,False,512.0,512.0,0.39749933441518187,0.42547488940140527,0.009937483351677656,-0.010636872611939907,0.014556669754016812,316.9469191304278,0.14282665525615923,0.150368057873347,True,18.031807586470407,-9999,True,False,False,True
POINT (557099.1761606672 4219613.282602382),12123,5900,5800,557099.1761606672,4219613.282602382,False,False,512.0,512.0,0.3862970130577451,0.3811764291811336,0.009657425340265036,-0.009529410861432552,0.013567443958564263,314.6177281514948,0.13971311024450664,0.1474768279694412,True,14.442125304775118,-9999,True,False,False,True
POINT (557100.964160673 4219613.282602382),12124,6000,5800,557100.964160673,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557102.7521606787 4219613.282602382),12125,6100,5800,557102.7521606787,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557104.5401606845 4219613.282602382),12126,6200,5800,557104.5401606845,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557106.3281606903 4219613.282602382),12127,6300,5800,557106.3281606903,4219613.282602382,False,False,512.0,512.0,-0.14505220885158862,0.23184124737956827,-0.003626305260695517,-0.005796031095087528,0.006836963236625564,32.03228642005328,0.10111576837844412,0.10267902526472572,True,27.89370353661519,-9999,True,False,False,True
POINT (557108.116160696 4219613.282602382),12128,6400,5800,557108.116160696,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557109.9041607018 4219613.282602382),12129,6500,5800,557109.9041607018,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557111.6921607075 4219613.282602382),12130,6600,5800,557111.6921607075,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557113.4801607133 4219613.282602382),12131,6700,5800,557113.4801607133,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557115.2681607191 4219613.282602382),12132,6800,5800,557115.2681607191,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557117.0561607248 4219613.282602382),12133,6900,5800,557117.0561607248,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557118.8441607306 4219613.282602382),12134,7000,5800,557118.8441607306,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557120.6321607364 4219613.282602382),12135,7100,5800,557120.6321607364,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557122.4201607421 4219613.282602382),12136,7200,5800,557122.4201607421,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557124.2081607479 4219613.282602382),12137,7300,5800,557124.2081607479,4219613.282602382,False,False,512.0,512.0,1.4145516893439851,0.6303410968679912,0.03536379220895469,-0.01575852744281292,0.03871600426908764,294.0183226393916,0.07963575202845762,0.0909707158209604,True,15.160244413334908,-9999,True,False,False,True
POINT (557125.9961607537 4219613.282602382),12138,7400,5800,557125.9961607537,4219613.282602382,False,False,512.0,512.0,2.5220044085601323,1.2603275686117967,0.06305011024232954,-0.031508189626038074,0.07048462538086077,296.5527885776399,0.07696648635972562,0.08638592536277054,True,0.0,-9999,True,False,False,True
POINT (557127.7841607594 4219613.282602382),12139,7500,5800,557127.7841607594,4219613.282602382,False,False,512.0,512.0,2.551749061334992,0.9128636544513635,0.06379372661467642,-0.02282159123569727,0.06775296732924196,289.6841805632932,0.07194175503971326,0.07936643233332885,True,8.850861391019905,-9999,True,False,False,True
POINT (557129.5721607652 4219613.282602382),12140,7600,5800,557129.5721607652,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557131.360160771 4219613.282602382),12141,7700,5800,557131.360160771,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557133.1481607767 4219613.282602382),12142,7800,5800,557133.1481607767,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557134.9361607825 4219613.282602382),12143,7900,5800,557134.9361607825,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557136.7241607882 4219613.282602382),12144,8000,5800,557136.7241607882,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557138.512160794 4219613.282602382),12145,8100,5800,557138.512160794,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557140.3001607998 4219613.282602382),12146,8200,5800,557140.3001607998,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557142.0881608055 4219613.282602382),12147,8300,5800,557142.0881608055,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557143.8761608113 4219613.282602382),12148,8400,5800,557143.8761608113,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557145.664160817 4219613.282602382),12149,8500,5800,557145.664160817,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557147.4521608228 4219613.282602382),12150,8600,5800,557147.4521608228,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557149.2401608286 4219613.282602382),12151,8700,5800,557149.2401608286,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557151.0281608343 4219613.282602382),12152,8800,5800,557151.0281608343,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557152.8161608401 4219613.282602382),12153,8900,5800,557152.8161608401,4219613.282602382,False,False,512.0,512.0,2.4558340685798417,0.591606529493024,0.061395851778797805,-0.01479016337543726,0.0631521935352703,283.5443951219897,0.08535356115826331,0.10340128370917247,True,42.08929374048485,-9999,False,False,False,False
POINT (557154.6041608459 4219613.282602382),12154,9000,5800,557154.6041608459,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557156.3921608516 4219613.282602382),12155,9100,5800,557156.3921608516,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557158.1801608574 4219613.282602382),12156,9200,5800,557158.1801608574,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557159.9681608632 4219613.282602382),12157,9300,5800,557159.9681608632,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557161.7561608689 4219613.282602382),12158,9400,5800,557161.7561608689,4219613.282602382,False,False,512.0,512.0,0.436535173686393,-0.4123198853649981,0.010913379373960197,0.010307997465133667,0.015011883995727584,226.63403354857672,0.12870946143203038,0.13792000992476663,True,34.304130144353834,-9999,True,False,False,True
POINT (557163.5441608747 4219613.282602382),12159,9500,5800,557163.5441608747,4219613.282602382,False,False,512.0,512.0,2.3564855428944913,0.29498309141406265,0.05891213857103139,-0.007374577224254608,0.05937191642728824,277.13512835459585,0.1445159390759011,0.1619440942436055,True,24.30406121575976,-9999,True,False,False,True
POINT (557165.3321608804 4219613.282602382),12160,9600,5800,557165.3321608804,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557167.1201608862 4219613.282602382),12161,9700,5800,557167.1201608862,4219613.282602382,False,False,512.0,512.0,-0.25669576793977056,0.25473558015927283,-0.006417394150048494,-0.00636838935315609,0.009040980623276906,45.2195992430897,0.17874396948274254,0.17788160094890812,False,12.453203981888024,-9999,True,True,False,True
POINT (557168.908160892 4219613.282602382),12162,9800,5800,557168.908160892,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557170.6961608977 4219613.282602382),12163,9900,5800,557170.6961608977,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557172.4841609035 4219613.282602382),12164,10000,5800,557172.4841609035,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557174.2721609093 4219613.282602382),12165,10100,5800,557174.2721609093,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557176.060160915 4219613.282602382),12166,10200,5800,557176.060160915,4219613.282602382,False,False,512.0,512.0,0.4375354803639873,0.3366245583227808,0.010938387014903128,-0.008415614254772663,0.013801118569628122,307.5734295613063,0.2348518382114393,0.24037135833245443,True,56.379448547272624,-9999,False,False,False,False
POINT (557177.8481609208 4219613.282602382),12167,10300,5800,557177.8481609208,4219613.282602382,False,False,512.0,512.0,0.3355453916868557,0.3284201902372321,0.008388634771108627,-0.008210504427552223,0.011738039711890028,314.3851664720871,0.2224182257188532,0.22962226819196613,True,59.57948588759302,-9999,False,False,False,False
POINT (557179.6361609265 4219613.282602382),12168,10400,5800,557179.6361609265,4219613.282602382,False,False,512.0,512.0,0.40456059991388077,0.46614032887077056,0.010114014963619411,-0.011653508059680462,0.015430409870815318,319.04546882711026,0.22830938394282538,0.23814383982249765,True,64.11791740383933,-9999,False,False,False,False
POINT (557181.4241609323 4219613.282602382),12169,10500,5800,557181.4241609323,4219613.282602382,False,False,512.0,512.0,0.3471866944822748,0.4837941612713434,0.008679667371325195,-0.01209485437721014,0.014886978473913586,324.3355270910398,0.22306253430844078,0.23393841135275123,True,64.39604711249213,-9999,False,False,False,False
POINT (557183.2121609381 4219613.282602382),12170,10600,5800,557183.2121609381,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557185.0001609438 4219613.282602382),12171,10700,5800,557185.0001609438,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557186.7881609496 4219613.282602382),12172,10800,5800,557186.7881609496,4219613.282602382,False,False,512.0,512.0,0.43853972123038154,0.5726462365219211,0.010963493026793003,-0.014316156506538391,0.018031930469814935,322.5546514537872,0.2189902115199169,0.23125832752928385,True,44.38991595267092,-9999,False,False,False,False
POINT (557188.5761609554 4219613.282602382),12173,10900,5800,557188.5761609554,4219613.282602382,False,False,512.0,512.0,0.34046255840024675,1.59075690723114,0.008511563995853066,-0.039768923074007034,0.040669570493451136,347.9194977642595,0.21756891106744175,0.22918477724027506,True,43.4571334980746,-9999,False,False,False,False
POINT (557190.3641609611 4219613.282602382),12174,11000,5800,557190.3641609611,4219613.282602382,False,False,512.0,512.0,-0.2520161370138758,1.6510877023763322,-0.006300403387285769,-0.04127719346433878,0.041755260544450855,8.678440654999852,0.20795501908663994,0.22401500392820706,True,44.00517840947521,-9999,False,False,True,True
POINT (557192.1521609669 4219613.282602382),12175,11100,5800,557192.1521609669,4219613.282602382,False,False,512.0,512.0,-0.42562790169696096,1.5980485181662831,-0.010640697553753853,-0.039951213635504246,0.041343970725852684,14.914064244276132,0.19629771136446106,0.21376077562727147,True,45.13371218460488,-9999,False,False,True,True
POINT (557193.9401609726 4219613.282602382),12176,11200,5800,557193.9401609726,4219613.282602382,False,False,512.0,512.0,-0.39024126529779485,1.511734569700869,-0.00975603167898953,-0.0377933643758297,0.0390322756826409,14.474423632809582,0.19110390685025072,0.21226691902780376,True,37.584677099319066,-9999,False,False,True,True
POINT (557195.7281609784 4219613.282602382),12177,11300,5800,557195.7281609784,4219613.282602382,False,False,512.0,512.0,0.3674266612900011,0.490885492368887,0.009185666567645967,-0.012272137217223644,0.015329116809860068,323.1852304311392,0.17570305528569688,0.17874343402906404,True,68.19596130103001,-9999,False,False,False,False
POINT (557197.5161609842 4219613.282602382),12178,11400,5800,557197.5161609842,4219613.282602382,False,False,512.0,512.0,-0.4470159334118277,0.4901187406739555,-0.011175398365594447,-0.012252968735992908,0.016583870823030148,42.36657947413582,0.16139774370722346,0.17538110110029312,True,67.77472106551443,-9999,False,False,False,False
POINT (557199.3041609899 4219613.282602382),12179,11500,5800,557199.3041609899,4219613.282602382,False,False,512.0,512.0,-0.6368671295163377,1.3967475928653772,-0.015921678277663887,-0.03491869010031223,0.0383772687602841,24.51129552549148,0.14945746592586998,0.1707801470288284,True,41.006883188717794,-9999,False,False,True,True
POINT (557201.0921609957 4219613.282602382),12180,11600,5800,557201.0921609957,4219613.282602382,False,False,512.0,512.0,-0.4130696146891881,0.47795129142724574,-0.010326740331947803,-0.01194878201931715,0.01579287680027405,40.835230527108514,0.15322680499030042,0.16444378101899115,True,63.59017388118498,-9999,False,False,False,False
POINT (557202.8801610015 4219613.282602382),12181,11700,5800,557202.8801610015,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557204.6681610072 4219613.282602382),12182,11800,5800,557204.6681610072,4219613.282602382,False,False,512.0,512.0,-0.4222370889211574,0.4331997095588197,-0.01055592717602849,-0.010829992592334747,0.01512337059308018,44.26578151130193,0.14421993356553897,0.1534364672978598,True,33.679111088718074,-9999,True,False,False,True
POINT (557206.456161013 4219613.282602382),12183,11900,5800,557206.456161013,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557208.2441610188 4219613.282602382),12184,12000,5800,557208.2441610188,4219613.282602382,False,False,512.0,512.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,-9999,-9999,-9999,-9999
POINT (557210.0321610245 4219613.282602382),12185,12100,5800,557210.0321610245,4219613.282602382,False,False,512.0,512.0,0.7699699259699415,-0.3917290248767949,0.019249248201958835,0.009793225675821304,0.021597241154327585,243.03488025218172,0.1445902373925369,0.140112187539113,False,1.8559353981469116,-9999,True,True,False,True
POINT (557211.8201610303 4219613.282602382),12186,12200,5800,557211.8201610303,4219613.282602382,False,False,512.0,512.0,1.2214952182987164,0.3729914900954754,0.030537380487658083,-0.009324787184596062,0.03192934799030522,286.98039094083134,0.15246653292808465,0.1537439984035648,True,0.0,-9999,True,False,False,True
POINT (557213.608161036 4219613.282602382),12187,12300,5800,557213.608161036,4219613.282602382,False,False,512.0,512.0,1.152177878091145,-0.39639300912859815,0.028804447036236525,0.009909825399518013,0.030461464319895843,251.014834492761,0.16378734156003705,0.1584819473712291,False,29.840893913656714,-9999,True,True,False,True
POINT (557215.3961610418 4219613.282602382),12188,12400,5800,557215.3961610418,4219613.282602382,False,False,512.0,512.0,0.8693822630438817,-0.3473128875186236,0.021734556648880243,0.00868282187730074,0.02340475055360165,248.22359395506692,0.18112412079280688,0.17680988950947416,False,52.7657727542054,-9999,False,True,False,True
