Predicted,area,percent
10,3283.923750010865,10.479126839358303
15,1624.9756250040234,5.1853596433919495
20,2975.7837500173537,9.495840262073676
30,18988.895000009346,60.5942934100392
40,4464.183125035609,14.245379845136869
